1,0.1945036,-0.2064989,-0.0002879
2,0.1000233,-0.1020576,-0.0119431
3,0.1481583,0.0306437,-0.0265421
4,0.2864734,0.0553093,-0.0271031
5,0.3789210,-0.0491698,-0.0130628
6,0.3321347,-0.1808372,-0.0001447
7,-0.0462036,-0.1274573,-0.0100204
8,0.0524765,0.1458414,-0.0482366
9,-0.0080256,0.2146378,0.0681147
10,-0.0157325,0.3624503,0.0639232
11,-0.0472092,0.1383254,0.1890795
12,-0.1352502,-0.0283696,-0.0587868
13,-0.2739030,-0.0484494,-0.0500166
14,-0.3261323,-0.1672083,0.0035338
15,-0.2387740,-0.2661262,0.0511012
16,-0.1002607,-0.2455684,0.0452879
17,-0.0878545,0.1035596,-0.1238317
18,-0.0634673,0.0781832,-0.2306818
19,-0.1724708,0.2069117,-0.1079008
20,0.1598822,-0.3097326,0.0057600
21,0.3215536,0.1581286,-0.0393089
22,0.4860560,-0.0281398,-0.0135265
23,0.4026384,-0.2637479,0.0086501
24,0.0987833,0.2207244,-0.1140887
25,-0.0577674,0.3886828,-0.0350226
26,-0.0766312,0.4046670,0.1450869
27,0.0866534,0.4046694,0.0688709
28,-0.0768009,0.2038141,0.2721397
29,-0.1313018,0.0715014,0.1628746
30,0.0347034,0.0708238,0.2196040
31,-0.3386528,0.0317062,-0.0856768
32,-0.4342448,-0.1815568,0.0097086
33,-0.2779828,-0.3582245,0.0947746
34,-0.0337263,-0.3209429,0.0876557